0	7	5
0	1	4
0	2	5
0	11	3
0	16	5
0	14	4
0	8	3
0	23	5
0	9	5
0	4	5
1	17	5
1	41	5
1	40	4
2	118	5
2	85	8
2	80	4
2	109	3
2	152	4
2	82	4
2	110	3
2	97	5
2	84	6
2	105	3
2	0	2
2	37	4
2	122	5
2	48	3
2	101	4
2	71	4
2	40	8
2	67	3
2	51	4
2	106	4
2	117	3
2	72	4
2	147	3
2	134	7
2	63	8
2	17	5
2	130	4
2	59	2
2	131	4
2	79	4
2	78	5
2	91	3
2	124	4
2	142	5
2	125	4
2	27	5
2	31	3
2	99	3
2	112	3
2	151	4
2	89	3
3	65	4
3	188	5
3	109	4
3	191	4
4	233	5
4	269	5
4	250	4
4	220	2
4	264	3
4	266	4
4	261	5
4	277	5
4	115	3
4	57	4
4	61	5
4	273	4
4	17	3
4	226	4
4	262	4
4	257	4
4	249	4
4	204	4
4	213	4
4	73	5
4	62	4
4	121	3
4	216	5
4	229	5
4	210	5
4	48	5
4	84	5
4	245	5
4	240	5
4	209	1
4	123	5
4	256	5
4	211	3
4	89	4
4	98	4
4	221	4
4	189	4
4	225	5
4	122	5
4	239	4
4	255	4
4	206	2
5	139	4
5	274	5
6	327	3
6	322	2
6	312	4
6	316	4
6	313	4
6	314	3
7	190	4
7	350	5
7	358	5
7	258	4
7	165	5
7	282	4
7	152	4
7	178	4
7	35	3
7	236	4
7	335	3
7	52	2
7	17	5
7	341	4
7	98	4
7	344	3
7	354	3
7	357	5
7	277	2
7	340	4
7	362	4
7	364	6
7	339	4
7	367	2
7	276	4
7	369	5
7	366	5
7	363	4
8	395	3
8	361	4
8	44	4
8	62	4
8	331	3
8	399	3
8	402	3
8	405	3
8	85	5
8	397	3
8	179	10
8	250	4
8	99	4
8	292	3
9	391	2
9	424	4
9	275	5
9	17	5
9	31	4
9	419	5
9	153	4
9	417	4
10	439	4
10	166	4
10	450	1
10	89	2
10	436	4
10	445	3
10	452	4
10	453	5
10	451	2
10	454	1
10	449	4
10	447	6
11	169	4
11	146	5
11	473	1
11	470	5
11	34	5
11	476	5
12	482	5
12	51	3
12	69	2
12	364	4
13	221	4
13	343	4
13	310	4
13	17	5
13	491	5
13	247	4
14	498	1
14	501	4
14	222	1
14	115	3
14	505	4
14	497	1
14	157	5
14	502	4
14	103	5
14	135	4
14	503	3
14	60	4
14	500	3
14	185	3
15	549	5
15	120	4
15	20	5
15	522	3
15	565	4
15	550	3
15	267	5
15	566	3
15	541	2
15	582	3
15	351	3
15	238	4
15	342	4
15	398	3
15	536	3
15	519	4
15	202	4
15	531	4
15	281	5
15	552	4
15	259	3
15	540	5
15	219	4
15	570	5
15	548	2
15	258	3
15	71	4
15	545	5
15	576	3
15	581	3
15	578	2
15	285	5
15	481	4
15	157	3
15	305	8
15	590	4
15	521	6
15	530	4
15	330	3
15	586	3
15	206	2
15	515	7
15	546	4
15	535	4
15	589	3
15	564	4
15	579	5
15	568	5
16	51	5
16	117	3
16	18	1
16	487	5
17	615	5
17	626	5
17	622	2
17	316	2
17	338	5
17	632	5
17	621	5
17	623	4
17	328	5
17	567	4
17	208	4
17	192	5
17	617	5
17	636	5
17	633	5
17	629	4
18	348	2
18	648	4
19	652	3
19	656	4
19	651	4
20	403	4
20	227	4
20	750	5
20	170	4
20	346	7
20	723	4
20	211	3
20	720	2
20	254	5
20	482	5
20	786	4
20	737	3
20	112	4
20	716	4
20	260	2
20	195	7
20	394	4
20	733	5
20	590	4
20	711	5
20	693	4
20	20	5
20	594	3
20	238	4
20	95	4
20	331	4
20	508	4
20	130	2
20	201	4
20	356	4
20	689	3
20	57	4
20	684	1
20	741	5
20	778	4
20	55	14
20	52	5
20	340	5
20	666	9
20	239	4
20	265	3
20	471	5
20	706	2
20	86	10
20	430	5
20	663	5
20	728	2
20	82	4
20	132	4
20	512	4
20	771	2
20	704	7
20	27	5
20	761	4
20	742	4
20	660	5
20	673	7
20	369	5
20	245	5
20	94	5
20	529	5
20	19	4
20	71	3
20	123	4
20	501	4
20	252	4
20	736	5
20	760	2
20	681	6
20	415	3
20	744	5
20	767	4
20	676	4
20	503	4
20	710	1
20	240	4
20	519	4
20	725	4
20	582	2
20	665	4
20	700	3
20	100	4
20	539	5
20	754	5
20	34	10
20	173	3
20	247	1
20	234	4
20	51	5
20	138	4
20	567	5
20	382	4
20	179	14
20	682	5
20	66	2
20	292	3
20	722	3
20	620	4
20	497	5
20	783	4
20	222	3
20	236	4
20	521	3
20	674	5
20	491	3
20	358	4
20	285	3
20	282	2
20	668	1
20	522	3
20	702	4
20	685	2
20	279	5
20	473	3
20	141	5
20	740	4
20	743	5
20	781	3
20	214	5
20	113	5
20	764	4
20	718	4
21	663	4
21	31	2
21	62	3
21	86	4
21	785	3
21	115	4
21	65	3
21	582	3
21	118	5
21	662	3
21	482	4
21	69	4
21	675	3
21	229	3
21	484	3
21	189	4
21	789	3
21	291	2
21	48	3
21	846	3
21	72	4
21	847	5
21	843	4
21	132	3
22	851	4
22	715	4
22	185	4
22	860	2
22	424	3
22	863	2
22	282	3
22	31	5
22	855	5
22	497	5
22	288	5
22	538	4
22	864	4
22	485	4
23	261	4
23	845	3
23	705	3
23	139	4
23	61	4
23	873	3
23	711	4
23	734	2
23	262	2
23	520	4
23	39	2
23	874	3
23	732	3
23	391	3
23	561	3
23	235	3
23	669	4
23	31	2
23	129	3
23	602	3
23	415	4
24	91	5
24	58	3
24	494	4
24	102	5
24	65	3
25	338	5
25	736	2
25	69	1
25	785	5
25	304	4
25	431	3
25	566	5
25	35	1
25	856	3
25	880	2
25	368	3
25	838	4
25	87	5
25	227	4
26	113	4
26	149	5
26	870	4
26	885	5
26	884	5
26	858	5
26	526	5
26	153	5
26	69	3
26	841	4
26	880	4
27	169	4
27	137	3
27	270	4
27	74	3
27	894	5
27	591	3
27	277	5
27	534	4
27	141	7
27	354	3
27	723	4
27	386	4
27	673	4
27	892	3
27	241	5
27	718	2
27	206	3
27	803	4
27	493	4
27	261	4
27	69	4
27	513	5
27	597	4
28	85	9
28	140	5
28	208	5
29	853	4
29	77	4
30	386	3
30	697	2
30	399	3
31	930	4
31	179	5
31	933	4
31	913	4
31	921	3
31	916	4
31	592	2
31	370	5
31	502	5
31	407	2
31	79	5
31	58	3
31	910	4
31	211	3
31	147	4
31	52	4
31	700	5
31	394	3
31	382	4
31	849	4
31	648	5
31	492	4
31	203	2
31	158	5
31	905	4
31	848	5
31	595	5
31	664	3
31	583	4
31	64	5
31	153	5
31	236	3
31	90	5
31	906	4
31	208	4
31	759	3
31	526	5
31	172	5
31	221	5
31	809	4
31	903	3
31	49	4
31	87	3
31	912	4
31	920	5
31	261	5
31	774	5
31	185	4
31	532	4
31	738	4
31	915	4
31	148	4
31	579	2
31	371	4
31	122	5
31	783	5
31	917	4
32	200	5
32	179	4
32	511	5
33	945	2
33	944	4
33	705	3
33	894	4
33	870	2
33	948	4
34	76	4
34	285	5
34	954	5
34	537	5
34	870	2
34	963	4
34	365	4
34	520	5
34	845	5
34	962	5
34	951	4
34	955	5
34	705	4
34	964	4
34	393	4
34	94	3
34	573	4
34	956	4
34	742	4
34	170	5
34	966	5
34	779	5
34	401	5
34	133	4
34	968	5
34	953	5
34	31	3
34	691	5
34	481	5
34	132	4
35	166	3
35	981	4
35	355	3
35	351	4
35	218	4
35	240	4
35	779	3
35	95	4
35	412	2
35	131	4
35	132	5
35	982	2
35	273	1
35	958	1
35	962	4
35	668	2
35	866	2
35	896	2
35	0	4
36	192	4
36	210	4
36	85	4
36	488	2
36	985	4
36	705	5
36	264	4
36	583	5
36	62	4
36	766	1
36	983	3
36	989	5
36	297	3
36	282	4
36	699	5
36	208	1
36	668	4
36	136	4
36	866	4
36	800	4
36	567	5
36	651	4
36	988	4
36	30	3
36	164	2
36	852	2
36	235	4
36	187	3
36	66	2
36	728	2
36	120	5
36	527	5
36	117	3
36	21	5
36	430	3
36	131	4
36	958	1
37	779	3
37	137	5
37	983	4
37	31	4
37	110	4
37	102	4
37	27	5
37	94	4
37	845	4
37	605	3
37	127	5
37	157	5
37	257	4
37	138	4
37	85	10
37	32	5
37	740	3
37	62	5
37	68	5
37	219	5
37	64	5
38	1033	4
38	1047	5
38	1109	5
38	1002	5
38	1072	1
38	1056	3
38	1099	3
38	1084	5
38	1034	10
38	932	5
38	1075	5
38	1022	5
38	1106	4
38	1044	5
38	1119	5
38	1100	4
38	1076	2
38	1123	4
38	1043	5
38	1082	5
38	1014	5
38	1131	4
38	1005	5
38	1049	5
38	1006	3
38	1031	5
38	1025	10
38	1024	5
38	1045	5
38	1017	10
38	157	5
38	1066	5
38	1081	5
38	1074	4
38	1063	5
38	1052	8
38	1026	5
38	1114	4
38	1111	5
38	1089	5
38	1130	3
38	1040	5
38	1053	4
38	1085	3
38	1054	3
38	1110	5
38	1050	5
38	103	5
38	1036	9
38	1028	4
38	1096	5
38	1124	5
38	1080	5
38	1088	5
38	1041	5
38	1032	4
38	1107	4
39	584	5
39	1185	2
39	340	4
39	575	4
39	987	4
39	346	4
39	487	5
39	685	3
39	491	3
39	103	5
39	330	5
39	299	5
39	671	4
39	377	4
39	896	3
39	62	4
39	492	4
39	1184	10
39	588	4
39	139	4
39	607	4
39	1171	2
39	718	4
39	944	4
39	856	4
39	669	4
39	336	4
39	431	4
39	1187	5
39	561	2
39	401	4
39	164	4
39	99	4
39	140	4
39	292	5
39	673	3
39	485	4
39	977	4
39	936	4
39	472	2
39	257	5
40	221	4
40	1210	4
40	1202	4
40	702	5
40	415	4
40	1195	4
40	728	4
40	453	4
40	474	5
40	1192	3
40	431	5
40	1204	5
40	422	3
40	353	5
40	1193	4
40	1206	5
40	1186	3
40	336	4
40	734	4
40	1201	4
40	1207	5
40	1198	5
40	292	4
40	627	5
40	1199	4
40	430	5
40	473	4
40	107	4
40	812	5
40	68	5
40	768	4
40	53	5
40	164	4
40	1196	5
40	1200	5
41	346	5
41	374	5
41	573	5
41	470	5
41	801	3
41	1213	2
41	488	3
41	776	4
41	241	3
41	151	5
41	825	4
41	473	3
41	40	4
41	528	5
42	779	3
42	816	4
42	517	4
42	299	5
42	507	4
42	370	5
42	386	4
42	338	3
42	207	3
42	254	4
42	669	4
42	670	2
43	841	4
43	740	4
43	650	4
43	1231	5
43	527	5
43	411	4
43	949	3
43	762	5
43	234	2
43	98	4
43	509	4
43	241	3
43	730	3
43	559	4
43	1243	3
43	702	4
43	969	4
43	554	3
43	575	5
43	677	3
43	595	4
43	674	4
43	403	5
43	71	4
43	503	4
43	734	4
43	102	5
43	942	5
43	599	5
43	1242	3
43	185	4
43	752	5
43	51	5
43	803	3
43	1227	5
43	99	5
43	1228	2
43	515	3
43	147	5
43	544	3
43	1238	5
43	94	5
43	243	2
43	548	3
43	963	3
43	429	5
43	837	4
43	710	1
44	132	4
44	605	3
44	373	5
44	575	4
44	169	5
44	58	3
44	39	3
44	891	5
44	310	3
44	136	4
44	673	4
44	66	4
44	179	5
44	48	4
44	951	2
44	600	3
45	517	4
45	191	4
46	27	5
46	60	5
46	833	5
46	424	5
46	669	4
46	708	4
46	167	3
46	576	2
46	164	2
46	267	3
46	508	4
46	181	8
46	1256	5
46	290	4
46	62	4
47	76	3
47	20	4
47	389	3
47	886	4
47	246	4
47	37	4
47	348	5
47	705	4
48	52	4
48	514	3
48	27	5
48	78	4
48	51	4
48	1263	9
48	157	7
48	1265	2
48	419	2
48	869	3
49	673	5
49	687	4
49	1273	4
49	207	5
49	355	4
49	559	4
49	685	3
49	664	5
49	76	1
50	497	3
50	280	4
50	705	4
50	896	3
50	423	5
50	49	5
50	290	4
50	132	4
50	773	5
50	955	3
50	999	4
50	20	4
51	132	5
51	234	4
51	733	4
51	506	3
51	515	3
51	66	3
51	552	3
51	430	5
51	272	3
51	959	5
51	62	3
51	1280	2
51	749	5
51	859	4
51	1174	3
51	585	2
51	470	6
51	953	4
51	37	2
52	741	5
52	607	4
52	263	4
53	51	4
53	642	4
53	338	3
53	674	3
53	71	1
53	29	4
54	650	4
54	393	4
54	68	5
54	76	4
54	860	4
55	289	5
55	420	1
55	20	5
55	83	5
55	607	5
55	961	4
55	274	4
55	705	4
55	258	4
55	1292	4
55	710	1
55	275	4
55	127	4
55	650	4
55	428	4
55	1174	4
55	282	5
55	528	4
55	401	3
55	613	3
55	503	5
55	959	4
55	611	4
55	512	5
55	295	5
55	251	5
55	956	3
55	964	5
55	527	5
55	621	4
55	536	3
55	769	4
55	245	5
55	661	9
55	71	11
55	95	3
55	136	5
55	209	5
55	1296	2
55	872	3
55	431	5
55	756	4
55	532	4
55	1187	5
55	1192	2
55	828	4
55	85	10
56	34	3
56	170	5
57	583	4
57	568	4
57	331	4
57	787	5
57	1304	5
57	296	1
57	866	5
57	575	4
57	393	2
57	525	4
58	405	4
58	218	4
58	669	5
58	179	4
58	705	3
58	131	5
58	48	3
58	759	5
58	846	4
58	1222	4
58	857	3
58	121	3
58	76	3
59	824	4
59	705	3
59	208	4
59	945	4
59	781	4
60	130	8
60	1231	2
60	1284	4
60	570	4
60	1263	3
60	1227	8
60	120	9
60	394	3
60	98	4
60	298	1
60	769	3
60	31	4
60	365	8
60	85	10
60	554	3
60	209	10
60	959	3
60	517	6
60	535	5
60	560	3
60	245	2
60	340	10
60	810	4
60	426	4
61	381	5
61	95	3
61	51	4
61	600	3
61	783	4
61	866	4
61	187	4
61	279	5
61	484	2
61	577	5
62	291	5
62	543	3
62	680	5
62	59	4
62	176	4
62	1258	4
62	479	5
62	126	3
62	600	3
62	33	5
62	286	3
62	131	4
62	601	3
62	156	4
62	857	5
62	1261	3
62	136	5
62	705	5
62	853	5
62	669	5
62	191	5
62	580	4
62	127	4
62	121	3
63	552	4
63	766	3
63	348	5
64	53	4
64	1282	1
64	601	4
64	534	3
64	55	4
64	968	5
64	426	3
64	212	4
64	1288	4
64	119	5
64	946	2
64	150	4
64	896	3
64	1319	3
64	31	5
64	696	4
64	585	2
64	954	4
64	96	4
64	498	4
64	1271	5
65	504	4
65	696	3
65	115	4
65	66	3
65	112	4
65	609	2
65	1330	5
65	124	2
65	1327	4
65	1331	2
65	773	5
65	600	2
65	40	5
65	527	3
65	346	4
65	1283	4
65	64	4
65	411	4
65	1328	5
65	62	4
65	590	4
65	95	4
65	1243	3
65	679	5
65	591	4
65	230	2
66	956	2
66	389	3
66	68	5
66	1185	5
66	605	3
66	679	2
66	426	4
66	965	4
66	952	3
66	969	4
66	348	4
66	1266	3
66	688	5
66	514	2
66	870	5
66	1235	1
66	750	4
66	393	3
66	1338	1
66	1343	3
66	685	3
66	208	5
66	1346	5
66	1272	3
66	978	1
66	299	4
66	945	2
66	182	9
66	650	4
66	1340	4
66	1212	3
66	613	3
66	559	4
66	290	3
66	258	2
66	999	2
66	357	3
66	246	3
66	390	3
66	756	2
66	422	3
66	687	3
66	886	4
66	567	3
66	548	3
66	550	4
66	951	3
66	98	5
66	1342	3
66	343	4
66	588	3
66	749	5
66	1296	2
66	37	2
66	136	4
66	527	4
66	1339	3
66	1261	4
66	575	3
67	139	4
67	648	4
67	878	5
67	1356	4
67	497	5
67	430	4
68	53	6
68	58	4
68	264	3
68	1202	4
68	292	3
68	669	5
68	732	3
68	411	5
68	124	5
68	1264	4
68	583	3
68	185	4
68	834	4
68	123	3
68	1357	4
69	986	3
69	430	3
69	1245	5
69	471	5
69	591	4
70	679	4
70	671	4
71	1279	5
71	741	4
71	866	4
72	861	2
72	721	2
72	51	4
72	339	5
72	98	4
73	95	4
73	569	5
73	1345	2
73	1359	3
73	205	2
73	183	5
73	554	4
73	1173	5
74	183	4
74	703	3
74	769	4
74	557	3
74	94	4
74	870	4
74	504	4
74	420	3
74	835	4
74	181	4
74	154	5
74	356	7
74	102	5
74	309	3
74	648	4
74	232	3
74	210	2
74	195	4
74	60	5
74	1254	2
74	620	4
74	998	4
74	1257	5
74	221	4
74	55	5
74	205	3
74	204	4
74	182	4
74	1188	4
74	331	3
74	723	4
74	1262	4
74	73	4
74	103	4
74	1361	3
74	92	4
74	178	4
74	1222	4
74	692	4
74	335	4
74	129	4
74	678	4
74	339	5
74	108	4
74	54	2
74	491	5
74	295	5
74	282	4
74	121	4
74	595	4
74	179	3
74	336	4
74	264	3
74	884	5
74	136	4
74	487	4
74	585	3
74	674	3
74	275	3
75	120	3
75	254	4
75	1202	3
75	97	5
76	135	3
76	181	5
76	834	4
76	896	3
76	811	3
76	1362	4
76	88	3
76	857	4
76	1229	3
76	140	5
77	1299	4
77	430	5
77	68	4
77	101	3
77	483	2
77	553	1
77	1276	3
77	363	3
77	783	5
77	362	3
78	1403	5
78	1391	5
78	506	4
78	1394	4
78	1422	4
78	462	5
78	1370	4
78	1373	4
78	1145	5
78	1404	5
78	1416	4
78	215	5
78	871	3
78	468	4
78	1027	5
78	1389	4
78	1397	5
78	1411	5
78	1379	5
78	1407	3
78	1420	5
78	1387	5
78	1385	3
78	1414	4
78	1415	5
78	1401	5
78	1406	12
78	78	5
78	393	5
78	1402	4
79	1322	2
79	83	5
79	1456	5
79	1453	3
80	763	2
80	235	1
80	292	4
81	665	5
81	247	1
81	896	4
81	1190	5
82	1464	4
82	1459	2
82	1278	4
82	420	4
82	1460	4
82	585	5
83	393	2
83	51	4
83	31	4
83	117	4
83	0	5
83	583	3
84	209	3
84	363	4
85	1267	3
85	1304	4
85	88	3
85	1470	4
85	98	5
85	202	5
85	201	3
85	1232	4
85	770	4
85	369	4
85	393	3
85	115	4
86	650	3
86	751	3
86	590	4
86	39	2
86	875	4
86	687	2
86	696	5
86	1228	4
86	649	4
86	772	5
86	717	2
86	1472	3
86	662	4
86	601	4
87	947	2
87	598	5
87	1291	5
87	849	5
87	590	3
87	533	1
87	27	4
87	518	5
87	972	2
87	411	5
87	967	8
87	1338	4
87	1213	6
88	1507	4
88	1527	4
88	1494	3
88	1031	5
88	1521	5
88	1488	4
88	1511	3
88	1540	4
88	1503	2
88	1529	5
88	1509	4
88	1505	5
88	1536	3
88	1535	4
88	1131	5
88	1104	3
88	1531	3
88	1517	2
88	1490	4
88	1502	4
88	1396	3
88	1478	4
88	1530	4
88	1524	3
88	1493	4
88	1520	4
88	1482	4
88	1356	4
88	1512	5
89	567	3
89	848	5
89	893	2
89	490	5
89	1561	1
89	676	2
90	864	10
90	642	4
90	179	3
90	268	4
90	837	4
90	413	9
90	202	3
91	0	4
91	605	4
91	692	5
91	189	4
91	365	4
91	199	4
91	183	5
91	508	5
91	420	4
92	157	4
92	254	5
92	583	4
92	82	5
92	342	5
92	798	5
93	103	5
93	393	2
93	492	2
93	811	4
93	544	4
93	285	5
